k,curve_a,curve_b,curve_p,order,P.x,P.y,Q.x,Q.y,X_i.x,X_i.y,A_i,B_i,x_i.x,x_i.y,a_i,b_i
29000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,686580101628279693612603941104,1018204979087003209195912204785,283498177925038,10933280718215,1175915003491580709300651927511,731181163292125476963810870508,180568195656997,957665260137378
29100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1143698823405559683818396681344,273749247312837101764670313925,78645563177686,325821066606150,249237248606820522363085872170,739625649854574217083791950039,42201628561439,788826704500120
29200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,99295880141677961161854681991,784187737838408596327669599088,535818749676768,813345161396397,909293548670774244405414240549,1251169576900937785368615587193,640229350881752,876433325696498
29300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,721255991473195919678443635963,172401813765747799697060560920,256873760813825,717667066913777,558816802394398583859696264354,332791904220170898697556024319,284598825211447,59396167333426
29400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,251951779787455409605898523845,573944681787606870055881205103,595058646045084,187805663600599,364703412300638836551094309805,1292950960739657416015202972240,943491289575159,25824664228848
29500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,577975375941144911461234657735,54441170575911410550864586328,692048491662645,1036393939843459,536795154629339039979400689249,296374091211378833722617276741,769180811608034,952148745902334
29600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,151102127575306886990327455669,986618704922784895463791089225,1127019832099147,321332277306107,181278743249462051248216618905,715878215785415586822954041542,1116437580647368,481773031251265
29700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,649974883501647432866963115371,1249361691306395052821802972155,205197177410770,511396204822483,871187260922365410761357766070,604791744412056597350132160197,349332604671010,165135178378334
29800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,841404635822910767552101048708,19720364292426396790130937572,308840170046059,284297204390839,630244003408306254464491728807,893399852086910505987504577729,517586367803549,199909807216834
29900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1269939725690525829470154947927,1276800372882375827466509001416,1004140980386587,121785536884666,1019374281755167771760102451336,765615942496287513735320661255,919915101003503,996751774165475
30000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,779921075060882143150927676905,678243340887333814697710215983,1127223698983239,993954279714757,1246270244666220531702431025370,289356386018965327289075588920,345394641929850,810203687953623
30100000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,565875129976056372657983669628,224196256989853851110980234903,693927446010452,354719708893357,1119483427747871564402845532526,1300213828232270691430713240083,978403399476488,324250569368497
30200000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,442737367685586537190366274256,266480563621143713106263809496,997920814205424,629628937018105,854587599223980787189802225491,998185199525924022355324198057,672634782073295,76170991537876
30300000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,972737165078035852764233752748,542849878762316402154261564275,1075959962953949,80061461502135,1195420168364958179594267484145,807304691818948891746368649191,496276112819984,1015623693244634
30400000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,388584341646710600725739967574,953771017446553155780709661828,583996161058830,1130562561591350,1267964107707306636325081877846,644522672366709278167427489178,1143163483467284,510825974577272
30500000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,882799028753019827780347684972,377548151426898632600975472158,438731782427303,393694772641477,463525781494797391594134884234,6672713449735458605879997969,339582167906749,17717054825335
30600000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,834399071940296260674024681838,342753707879413308405422925848,394870973132966,993913284558377,1292358801450365276217952635393,14949590092862509982340478477,330057903356078,307707844867652
30700000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,86532965039153783442663730320,748586927078085294109233182506,192599459920257,1132826078914051,691093055040670917246055769737,1007902239778060675410298306565,619464439043114,256079660402687
30800000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,1168860497840320701272099824596,1242831146492980185458359883937,887038593397337,800283644101054,698203387295566307869987393762,774285239744322315910855961389,547432305596722,526103778832266
30900000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,384279593624543372451744129697,178062329741971594662092178542,287518266591844,428355614426498,1288777570795150761528742901793,788272136065303124332698781686,1098242871679857,839818649268822
31000000,-35,98,1331169830894825846283645180581,1153763334005213,513790355677961677339711089503,826383845826281865370403576638,113155530967107107721855063813,1015480459109370604595193250002,765535119779983158630812943474,1240041860346351424127903012402,498909292239528,1052799201912136,720444936755968686177757105313,1321767632743946125283717032776,675523219621359,855631609473418
